clean_review,y
hi guy I buy phone 07th may sale keep mind heating issue I know usage well also I check mi 4 local mobile store mi looker I tell get notice easily I tech savvy regular usage world mean bit whatsapp tube video kid phone call close 1530 minute time useful surfing gaming far I addicted game phone bat,1
well,1
nice phone,1
superb mobile,1
good phone,1
I gift father love phone average price good camera display battery keep xiaomi,1
nice,1
good,1
supperbb phone price I recommend go battery easily last 2 day camera clarity awesome though compare vivo z1 much well also price vivo z1 13 15k 64 gb hard disk n 4 gb ram ensure top performance little heavy hold worth,1
good phone I always like samsung use ossaammm gud back nice display value money,1
amazing phone,1
good use,1
may good,1
good,1
godd,1
wait phone 3 month finally receive today obviously I excited phone phone good value money every body know I always want 128 gb 6 gb option phone good price I like phone 1notch affect notification area 2 notification led3 crisp display4 looks5 processor ram managementi instal 100 app check performance though,1
good productthank flipkart fast delivery,1
superb product superb speed battery heat fast,1
good,1
excellent,1
nice easy ti use awsome,1
battery back problem,1
camera quality good prossising good good bettey back good touch,1
long wait phone light weight also slimmestprocessor great displaygorilla glass 6 protectionlook back user manu also gooddont say anything phone l really love,1
good service safe delivery great thing feature good cost,1
nice,1
good producti never see phone like superb phoneand sim card go superb product smooth etc,1
nice,1
I get redmi note 7 pro4gb64 5th march2020 rs 10000 I use since 10 day pro cons belowpros1 rear camera quality descent well realme price range2 performance good3 heating issue4 sound quality balance ienot much loud bass upto markcons1 front camera trouble little bit low light conditions2 sound beat sweeter3 hybrid sim slot4,1
good,1
awesome,1
good,1
camera bad price range except everything good would suggest invest 2k go well phone,1
value money,1
good phone 6k good quality phone camera battery backup good thank flipkart,1
good cell phone mi product,1
good product,1
product good I happy thank flipkart,1
I get mobile 11k4 gb ram delivery soon expect mobile good good display good performance good battery good build qualityonly side camera,1
good,1
good,1
simply good,1
everything gr8 slightly satisfied camera performance low light daytime gr8 also official gcam available time maybe later available I think camera would well job,1
good,1
good,1
nice product,1
nice,1
good phone ever I see one thing bad get heat play continuous 3 hour game never see lag frame drop get smooth feeling like butter,1
nice mobile,1
suppose get deliver two day delivery person bring next day matter lot without phone extremely happy experiencethe phone awesome btw fast function smoothly feature top quality get decent price go one,1
nice phone,1
redmi 8 good phone,1
nice,1
awesome product good price 6 gb ram 128 gb internal flipkart fast delivery usual flipkart please provide total protection facility purchase also,1
ok,1
good product,1
good,1
superb phone,1
good,1
good,1
osm,1
really weight slimness make lot difference 157 gm vs 170 gm technically 13 gram difference kind negligible hold hand bcoz 13 gms big deal winking face remember slimmest phone 2021 mean phone prevent year slim beam face smile eyesexperience wise phone really give premium feeling camera software simply awesome price click unrealistic photo video,1
amazing phone price point,1
good mobile price range,1
redmi 88 beautiful mobile I like thank much thank much minimum price tu give phone,1
good one affordable price battery life awesome camera well bad delivery,1
24 hour item deliver thank flipkart,1
good phone,1
use redmi note 5 pro reviewrun android n box oreo update could bettervery responsive soc hardware add zero lag open app miui I like stock android mi a1 well u sort app miui alphabetical order sort option availablelack ability record 4k video play itbut u instal 3rd party appno fast charger supply xiaomi support fast charge th,1
nice product well deliver,1
product excellent battery good get 5000mah batterybut play high game like pubg phone mobile value money,1
value money,1
mobile good behaviour delivery boy bad,1
awesome clapping hand raise fist thumb,1
low budget mobile ok hand ok hand,1
nice charge good,1
good product,1
I happy phone good battery good gaming,1
fine product good quality phone battery good phone good,1
nice phone redmi note5pro good phone nice capture photo front camera nice 20 mp rear camera 125 cool nice capture bookeh effect nice performance many thank flipcart fast delivery within 2 day kolkata location 23rd may order 26th may delivery date flipcart good delivery service delivery date thank flipcart ok hand ok hand ok hand bouquet bouquet,1
supperb mobile,1
good product,1
supppar phone,1
one good phone good price worth money u pay,1
superb condition excellent work n good backup battery performance,1
osam product fast delivery thank flip kart,1
back camara aswom selfi adequate,1
nice product,1
thank early deliveredand mobile look good nice sporty orange colour,1
nice phone camara 45battery455display375design455performance45overall rating device good performance economic mobile smile face heart smile face heart,1
nice product I happy,1
great phoneit bday gift momshe love itthank flipkart speedy delivery,1
worth money I love camera good budget useful collage student aswell,1
good product battery good,1
nice mobile super,1
superb,1
super ok hand ok hand ok hand ok hand,1
nice product,1
look finish excellent decent phone tagged price camera front back good natural lighting battery amazing 2 week usage pretty satisfied performance run big game alright casual gamer like odd lag n,1
wonderful productthank flipkart,1
excellent performance,1
easily one good budget phone marketpros1 4 gb ram variant 10k2 48mp camera capture good image mobile price range3 4000 mah battery enough day heavy usagecons1 miui2 front camera great,1
nice mobile redmi good feature love,1
well camera,1
money worth camera processor material unsatisfy also design perfect edge accurate curcve even worth money use one month phone start hung,1
good,1
fantastic sign horn sign horn,1
good,1
good product,1
nice camera quality,1
nice,1
ok,1
good look phone,1
nice product,1
I love deviceos quite simple change theme option cause android oneoverall device good,1
thank much flipkart delivery timing amazingproduct nice amazing display nice camera nice processor heat great miui6xiaomi fine smartphone I switch phone black colour something good displayflipkart please help I replace something bcoz I love phone,1
good,1
nice,1
I quite lot research buy wonderful phone price point phone offer much good thing phone smooth fast excellent display matter many heavy app game use I buy phone first placevideo recording 4k full hd good use upload video youtube great thingthe pop selfie camera lead,1
