/sentence/#id,/sentence/@id,Category,/sentence/aspectTerms/aspectTerm/@from,Polarity,Term,/sentence/aspectTerms/aspectTerm/@to,Text
440,1788,FOOD_DRINKS#MISCELLANEOUS,34,positive,الوجبات,41,وكان اختيار بوفيه الإفطار جيدًا؛ والوجبات المسائية جيدة للغاية وكانت حسب الطلب. لم يكن البوفيه مثيرًا جدًا.
441,1788,SERVICE#GENERAL,15,positive,فريق عمل,23,ويتميز الفندق بفريق عمل جيد؛ والإقامة كلها هناك جيدة
441,1788,HOTEL#GENERAL,30,positive,الإقامة,37,ويتميز الفندق بفريق عمل جيد؛ والإقامة كلها هناك جيدة
442,1231,HOTEL#COMFORT,0,positive,NULL,0,"عافية وصحة لروحك في أجواء مريحة.  إذا كنت تحب البحر وتلك الأشياء التي لها سمات بحرية، فيجب عليك زيارة هذا الفندق"
442,1231,HOTEL#GENERAL,0,positive,NULL,0,"عافية وصحة لروحك في أجواء مريحة.  إذا كنت تحب البحر وتلك الأشياء التي لها سمات بحرية، فيجب عليك زيارة هذا الفندق"
443,1231,ROOMS_AMENITIES#GENERAL,50,positive,الشرفة,56,يمكنك مشاهدة العبّارات الكبيرة خارج النافذة أو من الشرفة.
443,1231,ROOMS_AMENITIES#GENERAL,0,positive,NULL,0,يمكنك مشاهدة العبّارات الكبيرة خارج النافذة أو من الشرفة.
444,1231,ROOMS#COMFORT,0,positive,NULL,0,اجلس ساعة في الحانة بالقرب من الموقد واستنشق الجو فقط.
445,1231,SERVICE#GENERAL,0,positive,الموظفون,8,الموظفون في غاية الود وتشعر فعلًا كأنك في منزلك.
445,1231,HOTEL#COMFORT,0,positive,NULL,0,الموظفون في غاية الود وتشعر فعلًا كأنك في منزلك.
446,1231,ROOMS#COMFORT,0,positive,السرير,6,السرير الكبير أكثر من مريح والمكان من الداخل يجعلك تشعر بالاطمئنان الداخلي
446,1231,ROOMS#COMFORT,28,positive,المكان,34,السرير الكبير أكثر من مريح والمكان من الداخل يجعلك تشعر بالاطمئنان الداخلي
447,1329,HOTEL#GENERAL,85,positive,الفندق,91,هو من اجمل الفنادق لقد سافرت الى المملكة العربية السعودية لعمل عمرة ولقد حضرت فى هذا الفندق وهو من اجمل الفنادق التى توجد بالمملكة العربية السعودية الفندق جيد جدا
447,1329,HOTEL#GENERAL,148,positive,الفندق,154,هو من اجمل الفنادق لقد سافرت الى المملكة العربية السعودية لعمل عمرة ولقد حضرت فى هذا الفندق وهو من اجمل الفنادق التى توجد بالمملكة العربية السعودية الفندق جيد جدا
447,1329,HOTEL#GENERAL,0,positive,NULL,0,هو من اجمل الفنادق لقد سافرت الى المملكة العربية السعودية لعمل عمرة ولقد حضرت فى هذا الفندق وهو من اجمل الفنادق التى توجد بالمملكة العربية السعودية الفندق جيد جدا
448,1329,HOTEL#COMFORT,1,positive,الاقامه,8,والاقامه به مريحه النظافه جيده والخدمة جيده الطعام جيد موقعه قريب جدا من المسجد النبوي يطل عليه وعلي بعد خطوات .
448,1329,HOTEL#CLEANLINESS,32,positive,الخدمة,38,والاقامه به مريحه النظافه جيده والخدمة جيده الطعام جيد موقعه قريب جدا من المسجد النبوي يطل عليه وعلي بعد خطوات .
448,1329,SERVICE#GENERAL,44,positive,الطعام,50,والاقامه به مريحه النظافه جيده والخدمة جيده الطعام جيد موقعه قريب جدا من المسجد النبوي يطل عليه وعلي بعد خطوات .
448,1329,FOOD_DRINKS#QUALITY,73,positive,المسجد النبوي,86,والاقامه به مريحه النظافه جيده والخدمة جيده الطعام جيد موقعه قريب جدا من المسجد النبوي يطل عليه وعلي بعد خطوات .
448,1329,LOCATION#GENERAL,0,positive,NULL,0,والاقامه به مريحه النظافه جيده والخدمة جيده الطعام جيد موقعه قريب جدا من المسجد النبوي يطل عليه وعلي بعد خطوات .
449,1329,ROOMS#COMFORT,0,positive,الغرف,5,الغرف مريحه . هناك مول تجاري باسفل الفندق والمطاعم جيده جدا . الحمد لله كانت اقامة جيده
449,1329,FACILITIES#GENERAL,19,positive,مول تجاري,28,الغرف مريحه . هناك مول تجاري باسفل الفندق والمطاعم جيده جدا . الحمد لله كانت اقامة جيده
449,1329,FACILITIES#GENERAL,43,positive,المطاعم,50,الغرف مريحه . هناك مول تجاري باسفل الفندق والمطاعم جيده جدا . الحمد لله كانت اقامة جيده
449,1329,HOTEL#GENERAL,77,positive,اقامة,82,الغرف مريحه . هناك مول تجاري باسفل الفندق والمطاعم جيده جدا . الحمد لله كانت اقامة جيده
450,2147,ROOMS#MISCELLANEOUS,15,neutral,الغرفة,21,أوه! يا إلهي!  الغرفة لا بأس لها فقط 6 منها في الفندق وتوجد الكثير من أسرّة الشمس كما تحب.
450,2147,ROOMS_AMENITIES#QUALITY,70,positive,أسرّة الشمس,81,أوه! يا إلهي!  الغرفة لا بأس لها فقط 6 منها في الفندق وتوجد الكثير من أسرّة الشمس كما تحب.
451,2147,FOOD_DRINKS#QUALITY,5,positive,طعام,9,يوجد طعام ممتاز على المسبح..
452,2147,FOOD_DRINKS#STYLE_OPTIONS,104,negative,سلطة,108,"يا إلهي! ماذا جرى لهذا المكان. مكرونة وأرز وبطاطس , مكرونة وأرز وبطاطس، مكرونة وأرز وبطاطس، ولا توجد أي سلطة ولا برتقالات مقطعة إلى أربعة أجزاء! في كل يوم كان النادلون يرهقوننا بأسلوب quot;أعطني بقشيشًاquot;."
452,2147,FOOD_DRINKS#MISCELLANEOUS,113,negative,برتقالات,121,"يا إلهي! ماذا جرى لهذا المكان. مكرونة وأرز وبطاطس , مكرونة وأرز وبطاطس، مكرونة وأرز وبطاطس، ولا توجد أي سلطة ولا برتقالات مقطعة إلى أربعة أجزاء! في كل يوم كان النادلون يرهقوننا بأسلوب quot;أعطني بقشيشًاquot;."
452,2147,SERVICE#GENERAL,159,negative,النادلون,167,"يا إلهي! ماذا جرى لهذا المكان. مكرونة وأرز وبطاطس , مكرونة وأرز وبطاطس، مكرونة وأرز وبطاطس، ولا توجد أي سلطة ولا برتقالات مقطعة إلى أربعة أجزاء! في كل يوم كان النادلون يرهقوننا بأسلوب quot;أعطني بقشيشًاquot;."
453,2147,SERVICE#GENERAL,0,positive,موظفو الحانة,12,موظفو الحانة ممتازون خاصة محمد وأحمد الذين غادرا لسوء الحظ. الترفيه صفر... فريق التسلية ممتاز عندما سُمح لهم بالاختلاط مع النزلاء!!
453,2147,HOTEL#MISCELLANEOUS,60,negative,الترفيه,67,موظفو الحانة ممتازون خاصة محمد وأحمد الذين غادرا لسوء الحظ. الترفيه صفر... فريق التسلية ممتاز عندما سُمح لهم بالاختلاط مع النزلاء!!
453,2147,SERVICE#GENERAL,75,positive,فريق التسلية,87,موظفو الحانة ممتازون خاصة محمد وأحمد الذين غادرا لسوء الحظ. الترفيه صفر... فريق التسلية ممتاز عندما سُمح لهم بالاختلاط مع النزلاء!!
454,1209,HOTEL#QUALITY,0,positive,فندق,4,فندق عالمي على أرض مصريه
455,1209,HOTEL#QUALITY,20,positive,فندق,24,د حاجه مفيش بعد كده فندق فوق الممتاز من أول واحد في الفندق لآخر واحد حاجه تفرح والله
456,1940,SERVICE#GENERAL,0,negative,NULL,0,سيئ  لم يساعدني أي شخص في حمل الأمتعة كما لم يمنحوني عربة لحملهم بنفسي
456,1940,FACILITIES#GENERAL,0,negative,NULL,0,سيئ  لم يساعدني أي شخص في حمل الأمتعة كما لم يمنحوني عربة لحملهم بنفسي
457,1940,SERVICE#GENERAL,5,negative,الخدمات,12,كانت الخدمات سيئة للغاية.
458,1940,ROOMS#CLEANLINESS,11,negative,الغرفة,17,كانت روائح الغرفة سيئة لدرجة أنهم نقلوني إلى غرفة أخرى في الساعة 5 مساءا.
459,1940,FOOD_DRINKS#QUALITY,4,negative,الإفطار,11,كان الإفطار سيئًا جدا
460,1940,SERVICE#GENERAL,0,negative,NULL,0,"وفي الصباح أيضًا، أحضرت أمتعتي من الطابق الرابع وحدي إلى السيارة بدون عربة."
460,1940,FACILITIES#GENERAL,0,negative,NULL,0,"وفي الصباح أيضًا، أحضرت أمتعتي من الطابق الرابع وحدي إلى السيارة بدون عربة."
461,615,HOTEL#GENERAL,50,positive,فندق,54,"شيراتون القاهرة كنت هناك في شهر يناير الماضي، أنه فندق جميل حقاً، في قلب القاهرة، تجد كل ما تحتاجه بالقرب منك، يقع نهر النيل بالقرب منك وتكون محظوظاً لو كانت غرفتك تطل على نهر النيل، ومبنى البرج الجديد، ويقدم لك وجبة الإفطار في الطابق الأول بالقرب من نهر النيل :) ولكن يجب أن يكون أفضل حالاً من ذلك."
461,615,ROOMS#GENERAL,158,positive,غرفتك,163,"شيراتون القاهرة كنت هناك في شهر يناير الماضي، أنه فندق جميل حقاً، في قلب القاهرة، تجد كل ما تحتاجه بالقرب منك، يقع نهر النيل بالقرب منك وتكون محظوظاً لو كانت غرفتك تطل على نهر النيل، ومبنى البرج الجديد، ويقدم لك وجبة الإفطار في الطابق الأول بالقرب من نهر النيل :) ولكن يجب أن يكون أفضل حالاً من ذلك."
461,615,FOOD_DRINKS#QUALITY,212,positive,وجبة الإفطار,224,"شيراتون القاهرة كنت هناك في شهر يناير الماضي، أنه فندق جميل حقاً، في قلب القاهرة، تجد كل ما تحتاجه بالقرب منك، يقع نهر النيل بالقرب منك وتكون محظوظاً لو كانت غرفتك تطل على نهر النيل، ومبنى البرج الجديد، ويقدم لك وجبة الإفطار في الطابق الأول بالقرب من نهر النيل :) ولكن يجب أن يكون أفضل حالاً من ذلك."
462,2107,FOOD_DRINKS#QUALITY,41,negative,الطعام,47,قضاء اجازة عائلية فندق ليس فية اى خدمات والطعام الموجود فى المطعم الرئيسى سئ جداااا ولقد حاولت التواصل مع الادارة خلال مدة الاقامة لكنى لم اتلق اى رد من اى موظف فى الفندق هذا بخصوص الطعام اما بخصوص خدمة الغرف فهيا سيئة للغاية
462,2107,SERVICE#GENERAL,198,negative,خدمة الغرف,208,قضاء اجازة عائلية فندق ليس فية اى خدمات والطعام الموجود فى المطعم الرئيسى سئ جداااا ولقد حاولت التواصل مع الادارة خلال مدة الاقامة لكنى لم اتلق اى رد من اى موظف فى الفندق هذا بخصوص الطعام اما بخصوص خدمة الغرف فهيا سيئة للغاية
